Date,Location,Price,CC.Loyalty,CC.Loyalty.Type,CreditCardTimestamp
1/7/2014,Katerina Cafe,17.26,L5553,Loyalty,NA
1/7/2014,Albert's Fine Clothing,228.36,L3366,Loyalty,NA
1/7/2014,Bean There Done That,6.25,L3366,Loyalty,NA
1/7/2014,Ouzeri Elian,24.84,L3366,Loyalty,NA
1/7/2014,Guy's Gyros,11.31,L8148,Loyalty,NA
1/7/2014,Abila Airport,3840.37,L7761,Loyalty,NA
1/7/2014,Stewart and Sons Fabrication,1200.9,L7761,Loyalty,NA
1/7/2014,Brew've Been Served,11.92,L3572,Loyalty,NA
1/7/2014,Brew've Been Served,9.06,L2490,Loyalty,NA
1/7/2014,Guy's Gyros,31.23,L2490,Loyalty,NA
1/7/2014,Katerina Cafe,31.41,L2490,Loyalty,NA
1/7/2014,Abila Airport,124.89,L2769,Loyalty,NA
1/7/2014,Abila Airport,3411.29,L2769,Loyalty,NA
1/7/2014,Brew've Been Served,3,L2169,Loyalty,NA
1/7/2014,Katerina Cafe,10.9,L2169,Loyalty,NA
1/7/2014,Carlyle Chemical Inc.,3827.2,L5756,Loyalty,NA
1/7/2014,Katerina Cafe,19.07,L5756,Loyalty,NA
1/7/2014,Nationwide Refinery,1562.66,L5756,Loyalty,NA
1/7/2014,Nationwide Refinery,1347.36,L9633,Loyalty,NA
1/7/2014,Stewart and Sons Fabrication,1783.33,L9633,Loyalty,NA
1/7/2014,Kronos Pipe and Irrigation,3920.82,L8477,Loyalty,NA
1/7/2014,Maximum Iron and Steel,3207.31,L8477,Loyalty,NA
1/7/2014,Coffee Cameleon,11.55,L9637,Loyalty,NA
1/7/2014,Katerina Cafe,10.07,L9637,Loyalty,NA
1/7/2014,Ouzeri Elian,29.1,L9637,Loyalty,NA
1/7/2014,Hallowed Grounds,7.88,L8012,Loyalty,NA
1/7/2014,Katerina Cafe,18.35,L8012,Loyalty,NA
1/7/2014,Jack's Magical Beans,18.77,L3288,Loyalty,NA
1/7/2014,Kalami Kafenion,45.05,L3288,Loyalty,NA
1/7/2014,Ouzeri Elian,11.41,L3288,Loyalty,NA
1/7/2014,Hallowed Grounds,9.61,L7814,Loyalty,NA
1/7/2014,Hippokampos,16.11,L7814,Loyalty,NA
1/7/2014,Katerina Cafe,32.83,L7814,Loyalty,NA
1/7/2014,Brew've Been Served,14.49,L3259,Loyalty,NA
1/7/2014,Gelatogalore,17.21,L3259,Loyalty,NA
1/7/2014,Katerina Cafe,33.29,L3259,Loyalty,NA
1/7/2014,Coffee Cameleon,9.1,L3295,Loyalty,NA
1/7/2014,Gelatogalore,8.97,L3295,Loyalty,NA
1/7/2014,Katerina Cafe,19.53,L3295,Loyalty,NA
1/7/2014,Brew've Been Served,7.74,L9363,Loyalty,NA
1/7/2014,Frydos Autosupply n' More,272.73,L9363,Loyalty,NA
1/7/2014,Ouzeri Elian,19.51,L9363,Loyalty,NA
1/7/2014,Abila Scrapyard,2149.28,L3317,Loyalty,NA
1/7/2014,Abila Airport,1641.96,L3317,Loyalty,NA
1/7/2014,Nationwide Refinery,889.58,L3317,Loyalty,NA
1/7/2014,Guy's Gyros,29.57,L5224,Loyalty,NA
1/7/2014,Jack's Magical Beans,19.61,L5224,Loyalty,NA
1/7/2014,Abila Zacharo,17.81,L7291,Loyalty,NA
1/7/2014,Brew've Been Served,18.53,L7291,Loyalty,NA
1/7/2014,Kalami Kafenion,18.06,L8566,Loyalty,NA
1/7/2014,Brewed Awakenings,12.59,L9254,Loyalty,NA
1/7/2014,Guy's Gyros,38.56,L9254,Loyalty,NA
1/7/2014,Guy's Gyros,9.76,L9254,Loyalty,NA
1/7/2014,Gelatogalore,8.98,L6886,Loyalty,NA
1/7/2014,Hippokampos,37.88,L6886,Loyalty,NA
1/7/2014,Jack's Magical Beans,9.84,L6886,Loyalty,NA
1/8/2014,Hippokampos,39.8,L5777,Loyalty,NA
1/8/2014,Ouzeri Elian,10.81,L5777,Loyalty,NA
1/8/2014,Abila Zacharo,14.41,L7783,Loyalty,NA
1/8/2014,Bean There Done That,17.45,L7783,Loyalty,NA
1/8/2014,Hippokampos,10.52,L7783,Loyalty,NA
1/8/2014,Albert's Fine Clothing,136.01,L3191,Loyalty,NA
1/8/2014,Bean There Done That,12.07,L3191,Loyalty,NA
1/8/2014,Hippokampos,28.79,L3191,Loyalty,NA
1/8/2014,Brewed Awakenings,11.73,L4164,Loyalty,NA
1/8/2014,Hippokampos,26.31,L4164,Loyalty,NA
1/8/2014,Ouzeri Elian,32.61,L4164,Loyalty,NA
1/8/2014,Jack's Magical Beans,3.96,L6267,Loyalty,NA
1/8/2014,Katerina Cafe,8.53,L6267,Loyalty,NA
1/8/2014,Ouzeri Elian,29.85,L6267,Loyalty,NA
1/8/2014,Coffee Cameleon,6.59,L1682,Loyalty,NA
1/8/2014,Hippokampos,16.59,L1682,Loyalty,NA
1/8/2014,Katerina Cafe,19.12,L1682,Loyalty,NA
1/8/2014,Brew've Been Served,12.92,L1485,Loyalty,NA
1/8/2014,Frank's Fuel,65.34,L1485,Loyalty,NA
1/8/2014,Frydos Autosupply n' More,182.56,L1485,Loyalty,NA
1/8/2014,Guy's Gyros,17.9,L1485,Loyalty,NA
1/8/2014,Brewed Awakenings,12.32,L5947,Loyalty,NA
1/8/2014,Chostus Hotel,107.51,L5947,Loyalty,NA
1/8/2014,Hippokampos,16.54,L5947,Loyalty,NA
1/8/2014,Gelatogalore,35.29,L6119,Loyalty,NA
1/8/2014,Hallowed Grounds,19.92,L6119,Loyalty,NA
1/8/2014,Katerina Cafe,36.6,L6119,Loyalty,NA
1/8/2014,Hippokampos,12.62,L3014,Loyalty,NA
1/8/2014,Hippokampos,26.55,L2070,Loyalty,NA
1/8/2014,Hippokampos,15.64,L2070,Loyalty,NA
1/8/2014,Bean There Done That,14.96,L4149,Loyalty,NA
1/8/2014,Hippokampos,37.89,L4149,Loyalty,NA
1/8/2014,General Grocer,265.84,L6544,Loyalty,NA
1/8/2014,Guy's Gyros,15.86,L4424,Loyalty,NA
1/8/2014,Hallowed Grounds,8.15,L4424,Loyalty,NA
1/8/2014,Katerina Cafe,27.87,L4424,Loyalty,NA
1/8/2014,Brew've Been Served,17.13,L5259,Loyalty,NA
1/8/2014,Gelatogalore,36.72,L5259,Loyalty,NA
1/8/2014,Brew've Been Served,3.42,L3800,Loyalty,NA
1/8/2014,Guy's Gyros,30.12,L3800,Loyalty,NA
1/8/2014,Guy's Gyros,28.81,L3800,Loyalty,NA
1/8/2014,Abila Zacharo,16.2,L5553,Loyalty,NA
1/8/2014,Hallowed Grounds,3.4,L5553,Loyalty,NA
1/8/2014,Bean There Done That,16.18,L3366,Loyalty,NA
1/8/2014,Hippokampos,32.66,L3366,Loyalty,NA
1/8/2014,Katerina Cafe,37.04,L3366,Loyalty,NA
1/8/2014,Brew've Been Served,8.27,L8148,Loyalty,NA
1/8/2014,Kalami Kafenion,14.77,L8148,Loyalty,NA
1/8/2014,Brew've Been Served,7.26,L3572,Loyalty,NA
1/8/2014,Brew've Been Served,11.87,L2490,Loyalty,NA
1/8/2014,Gelatogalore,39.75,L2490,Loyalty,NA
1/8/2014,Guy's Gyros,19.08,L2490,Loyalty,NA
1/8/2014,Abila Airport,2723.18,L2769,Loyalty,NA
1/8/2014,Abila Airport,2769.12,L2769,Loyalty,NA
1/8/2014,Brew've Been Served,6.3,L2169,Loyalty,NA
1/8/2014,Guy's Gyros,10.34,L2169,Loyalty,NA
1/8/2014,Guy's Gyros,30.48,L2169,Loyalty,NA
1/8/2014,Nationwide Refinery,4513.16,L5485,Loyalty,NA
1/8/2014,Stewart and Sons Fabrication,1738.26,L5485,Loyalty,NA
1/8/2014,Carlyle Chemical Inc.,4901.88,L5756,Loyalty,NA
1/8/2014,Katerina Cafe,29.26,L5756,Loyalty,NA
1/8/2014,Nationwide Refinery,4367.43,L5756,Loyalty,NA
1/8/2014,Nationwide Refinery,3674.32,L9633,Loyalty,NA
1/8/2014,Stewart and Sons Fabrication,1673.77,L9633,Loyalty,NA
1/8/2014,Carlyle Chemical Inc.,4983.52,L8477,Loyalty,NA
1/8/2014,Kronos Pipe and Irrigation,3615.61,L8477,Loyalty,NA
1/8/2014,Maximum Iron and Steel,3136.01,L8477,Loyalty,NA
1/8/2014,Coffee Cameleon,15.71,L9637,Loyalty,NA
1/8/2014,Katerina Cafe,26.45,L9637,Loyalty,NA
1/8/2014,Katerina Cafe,33.31,L9637,Loyalty,NA
1/8/2014,Katerina Cafe,31.59,L8012,Loyalty,NA
1/8/2014,Gelatogalore,50.36,L3288,Loyalty,NA
1/8/2014,Jack's Magical Beans,18.78,L3288,Loyalty,NA
1/8/2014,Ouzeri Elian,62.2,L3288,Loyalty,NA
1/8/2014,Hallowed Grounds,3.11,L7814,Loyalty,NA
1/8/2014,Kalami Kafenion,23.82,L7814,Loyalty,NA
1/8/2014,Brew've Been Served,13.68,L3259,Loyalty,NA
1/8/2014,Gelatogalore,20.72,L3259,Loyalty,NA
1/8/2014,Coffee Cameleon,12.26,L3295,Loyalty,NA
1/8/2014,Kalami Kafenion,24.08,L3295,Loyalty,NA
1/8/2014,Katerina Cafe,32.83,L3295,Loyalty,NA
1/8/2014,Abila Zacharo,30.85,L9363,Loyalty,NA
1/8/2014,Brew've Been Served,10.15,L9363,Loyalty,NA
1/8/2014,Jack's Magical Beans,12.37,L5224,Loyalty,NA
1/8/2014,Ouzeri Elian,29.73,L5224,Loyalty,NA
1/8/2014,Brew've Been Served,19.17,L7291,Loyalty,NA
1/8/2014,Chostus Hotel,111.89,L7291,Loyalty,NA
1/8/2014,Guy's Gyros,18.24,L7291,Loyalty,NA
1/8/2014,Brew've Been Served,12.3,L8566,Loyalty,NA
1/8/2014,Hippokampos,9.03,L8566,Loyalty,NA
1/8/2014,Brew've Been Served,15.66,L9254,Loyalty,NA
1/8/2014,Guy's Gyros,15.69,L9254,Loyalty,NA
1/8/2014,Kalami Kafenion,31.96,L9254,Loyalty,NA
1/8/2014,Abila Zacharo,36.85,L6886,Loyalty,NA
1/8/2014,Hippokampos,18.99,L6886,Loyalty,NA
1/8/2014,Jack's Magical Beans,11.25,L6886,Loyalty,NA
1/9/2014,Abila Zacharo,29.41,L5777,Loyalty,NA
1/9/2014,Hallowed Grounds,14.45,L5777,Loyalty,NA
1/9/2014,Bean There Done That,13,L7783,Loyalty,NA
1/9/2014,Guy's Gyros,14.91,L7783,Loyalty,NA
1/9/2014,Hippokampos,8.43,L3191,Loyalty,NA
1/9/2014,Hippokampos,10.12,L3191,Loyalty,NA
1/9/2014,Kronos Mart,203.91,L4164,Loyalty,NA
1/9/2014,Ouzeri Elian,26.09,L4164,Loyalty,NA
1/9/2014,Gelatogalore,8.6,L6267,Loyalty,NA
1/9/2014,Jack's Magical Beans,10.11,L6267,Loyalty,NA
1/9/2014,Katerina Cafe,17.02,L1682,Loyalty,NA
1/9/2014,Frydos Autosupply n' More,276.75,L1485,Loyalty,NA
1/9/2014,Jack's Magical Beans,6,L1485,Loyalty,NA
1/9/2014,Katerina Cafe,10.42,L1485,Loyalty,NA
1/9/2014,Brewed Awakenings,13.16,L5947,Loyalty,NA
1/9/2014,Gelatogalore,16.74,L5947,Loyalty,NA
1/9/2014,Hippokampos,15.02,L5947,Loyalty,NA
1/9/2014,Guy's Gyros,13.59,L6119,Loyalty,NA
1/9/2014,Guy's Gyros,8.23,L6119,Loyalty,NA
1/9/2014,Bean There Done That,4.06,L3014,Loyalty,NA
1/9/2014,Katerina Cafe,8.01,L3014,Loyalty,NA
1/9/2014,Albert's Fine Clothing,229.98,L2070,Loyalty,NA
1/9/2014,Brewed Awakenings,17.66,L2070,Loyalty,NA
1/9/2014,Frydos Autosupply n' More,60.65,L4149,Loyalty,NA
1/9/2014,Hippokampos,9.12,L4149,Loyalty,NA
1/9/2014,Hallowed Grounds,16.77,L6544,Loyalty,NA
1/9/2014,Ouzeri Elian,32.89,L6544,Loyalty,NA
1/9/2014,Abila Zacharo,20.73,L4424,Loyalty,NA
1/9/2014,Hallowed Grounds,17.84,L4424,Loyalty,NA
1/9/2014,Abila Zacharo,14.37,L5259,Loyalty,NA
1/9/2014,Brew've Been Served,5.3,L3800,Loyalty,NA
1/9/2014,Guy's Gyros,35.05,L3800,Loyalty,NA
1/9/2014,Kalami Kafenion,18.14,L3800,Loyalty,NA
1/9/2014,Guy's Gyros,15,L5553,Loyalty,NA
1/9/2014,Hallowed Grounds,18.48,L5553,Loyalty,NA
1/9/2014,Katerina Cafe,26,L5553,Loyalty,NA
1/9/2014,Bean There Done That,4.05,L3366,Loyalty,NA
1/9/2014,Hippokampos,24.96,L3366,Loyalty,NA
1/9/2014,Kalami Kafenion,30.76,L3366,Loyalty,NA
1/9/2014,Brew've Been Served,15.82,L8148,Loyalty,NA
1/9/2014,Guy's Gyros,29.96,L8148,Loyalty,NA
1/9/2014,Ouzeri Elian,22.4,L8148,Loyalty,NA
1/9/2014,Abila Airport,2358.22,L7761,Loyalty,NA
1/9/2014,Nationwide Refinery,1420.39,L7761,Loyalty,NA
1/9/2014,Stewart and Sons Fabrication,1015.65,L7761,Loyalty,NA
1/9/2014,Brew've Been Served,17.64,L3572,Loyalty,NA
1/9/2014,Guy's Gyros,18.26,L3572,Loyalty,NA
1/9/2014,Abila Zacharo,8.16,L2490,Loyalty,NA
1/9/2014,Brew've Been Served,12.12,L2490,Loyalty,NA
1/9/2014,Frydos Autosupply n' More,138.02,L2490,Loyalty,NA
1/9/2014,Abila Airport,182.93,L2769,Loyalty,NA
1/9/2014,Abila Airport,4538.52,L2769,Loyalty,NA
1/9/2014,Brew've Been Served,6.21,L2169,Loyalty,NA
1/9/2014,Guy's Gyros,31.31,L2169,Loyalty,NA
1/9/2014,Hippokampos,25.7,L2169,Loyalty,NA
1/9/2014,Carlyle Chemical Inc.,529.47,L5756,Loyalty,NA
1/9/2014,Carlyle Chemical Inc.,382.43,L5756,Loyalty,NA
1/9/2014,Carlyle Chemical Inc.,2176.2,L5756,Loyalty,NA
1/9/2014,Katerina Cafe,16.98,L5756,Loyalty,NA
1/9/2014,Nationwide Refinery,289.3,L5756,Loyalty,NA
1/9/2014,Nationwide Refinery,674.28,L9633,Loyalty,NA
1/9/2014,Stewart and Sons Fabrication,3544,L9633,Loyalty,NA
1/9/2014,Carlyle Chemical Inc.,732.82,L8477,Loyalty,NA
1/9/2014,Kronos Pipe and Irrigation,423.14,L8477,Loyalty,NA
1/9/2014,Maximum Iron and Steel,1527.14,L8477,Loyalty,NA
1/9/2014,Coffee Cameleon,16.13,L9637,Loyalty,NA
1/9/2014,Hallowed Grounds,17.56,L8012,Loyalty,NA
1/9/2014,Hippokampos,13.84,L8012,Loyalty,NA
1/9/2014,Katerina Cafe,8.57,L8012,Loyalty,NA
1/9/2014,Abila Zacharo,48.39,L3288,Loyalty,NA
1/9/2014,Katerina Cafe,19.02,L7814,Loyalty,NA
1/9/2014,Gelatogalore,11.94,L3259,Loyalty,NA
1/9/2014,Hallowed Grounds,10.25,L3259,Loyalty,NA
1/9/2014,Coffee Cameleon,19.99,L3295,Loyalty,NA
1/9/2014,Guy's Gyros,17.44,L3295,Loyalty,NA
1/9/2014,Katerina Cafe,26.6,L3295,Loyalty,NA
1/9/2014,Brew've Been Served,19.47,L9363,Loyalty,NA
1/9/2014,Abila Scrapyard,1158.36,L3317,Loyalty,NA
1/9/2014,Abila Airport,4792.5,L3317,Loyalty,NA
1/9/2014,Nationwide Refinery,1322.5,L3317,Loyalty,NA
1/9/2014,Stewart and Sons Fabrication,918.6,L3317,Loyalty,NA
1/9/2014,Hippokampos,23.66,L5224,Loyalty,NA
1/9/2014,Katerina Cafe,25.85,L5224,Loyalty,NA
1/9/2014,Brew've Been Served,10.71,L7291,Loyalty,NA
1/9/2014,Hippokampos,27.93,L7291,Loyalty,NA
1/9/2014,Brew've Been Served,5.13,L8566,Loyalty,NA
1/9/2014,Gelatogalore,23.45,L8566,Loyalty,NA
1/9/2014,General Grocer,285.34,L8566,Loyalty,NA
1/9/2014,Brew've Been Served,14.85,L9254,Loyalty,NA
1/9/2014,Guy's Gyros,25.4,L9254,Loyalty,NA
1/9/2014,Guy's Gyros,31.81,L9254,Loyalty,NA
1/9/2014,Abila Zacharo,8.6,L6886,Loyalty,NA
1/9/2014,Hippokampos,9.13,L6886,Loyalty,NA
1/9/2014,Jack's Magical Beans,17.43,L6886,Loyalty,NA
1/10/2014,Hallowed Grounds,6.87,L5777,Loyalty,NA
1/10/2014,Bean There Done That,15.39,L7783,Loyalty,NA
1/10/2014,Gelatogalore,26.15,L7783,Loyalty,NA
1/10/2014,Hippokampos,28.22,L7783,Loyalty,NA
1/10/2014,Bean There Done That,3.92,L3191,Loyalty,NA
1/10/2014,Guy's Gyros,31.5,L3191,Loyalty,NA
1/10/2014,Brewed Awakenings,13.82,L4164,Loyalty,NA
1/10/2014,Hippokampos,10.48,L4164,Loyalty,NA
1/10/2014,Katerina Cafe,34.76,L4164,Loyalty,NA
1/10/2014,Abila Zacharo,33.33,L6267,Loyalty,NA
1/10/2014,Jack's Magical Beans,15.69,L6267,Loyalty,NA
1/10/2014,Ouzeri Elian,19.92,L6267,Loyalty,NA
1/10/2014,Coffee Cameleon,8.51,L1682,Loyalty,NA
1/10/2014,Guy's Gyros,15.93,L1682,Loyalty,NA
1/10/2014,Octavio's Office Supplies,64.51,L1682,Loyalty,NA
1/10/2014,Brew've Been Served,14.45,L1485,Loyalty,NA
1/10/2014,Ouzeri Elian,35.24,L1485,Loyalty,NA
1/10/2014,Brewed Awakenings,6.17,L5947,Loyalty,NA
1/10/2014,Hallowed Grounds,10.34,L6119,Loyalty,NA
1/10/2014,Ouzeri Elian,25.98,L6119,Loyalty,NA
1/10/2014,Bean There Done That,13.41,L3014,Loyalty,NA
1/10/2014,Ouzeri Elian,15.25,L3014,Loyalty,NA
1/10/2014,Brewed Awakenings,13.9,L2070,Loyalty,NA
1/10/2014,Hippokampos,30.63,L2070,Loyalty,NA
1/10/2014,Hippokampos,17.21,L2070,Loyalty,NA
1/10/2014,Bean There Done That,18.67,L4149,Loyalty,NA
1/10/2014,Guy's Gyros,31.05,L4149,Loyalty,NA
1/10/2014,Hallowed Grounds,10.76,L6544,Loyalty,NA
1/10/2014,Katerina Cafe,37.62,L6544,Loyalty,NA
1/10/2014,Abila Zacharo,8.22,L4424,Loyalty,NA
1/10/2014,Hallowed Grounds,12.03,L4424,Loyalty,NA
1/10/2014,Abila Zacharo,36.38,L5259,Loyalty,NA
1/10/2014,Brew've Been Served,3.03,L5259,Loyalty,NA
1/10/2014,Shoppers' Delight,279.53,L5259,Loyalty,NA
1/10/2014,Brew've Been Served,3.44,L3800,Loyalty,NA
1/10/2014,Frydos Autosupply n' More,217.08,L3800,Loyalty,NA
1/10/2014,Guy's Gyros,26.68,L3800,Loyalty,NA
1/10/2014,Hallowed Grounds,8.34,L5553,Loyalty,NA
1/10/2014,Ouzeri Elian,30.93,L5553,Loyalty,NA
1/10/2014,Albert's Fine Clothing,126.13,L3366,Loyalty,NA
1/10/2014,Bean There Done That,9.3,L3366,Loyalty,NA
1/10/2014,Katerina Cafe,25.62,L3366,Loyalty,NA
1/10/2014,Brew've Been Served,15.85,L8148,Loyalty,NA
1/10/2014,Guy's Gyros,26.76,L8148,Loyalty,NA
1/10/2014,Guy's Gyros,23.61,L8148,Loyalty,NA
1/10/2014,Carlyle Chemical Inc.,227.81,L5924,Loyalty,NA
1/10/2014,Nationwide Refinery,2262.73,L5924,Loyalty,NA
1/10/2014,Stewart and Sons Fabrication,4195.49,L5924,Loyalty,NA
1/10/2014,Brew've Been Served,5.89,L3572,Loyalty,NA
1/10/2014,Brew've Been Served,5.01,L2490,Loyalty,NA
1/10/2014,Kalami Kafenion,35.69,L2490,Loyalty,NA
1/10/2014,Brew've Been Served,12.64,L2169,Loyalty,NA
1/10/2014,General Grocer,227.28,L2169,Loyalty,NA
1/10/2014,Kalami Kafenion,24.3,L2169,Loyalty,NA
1/10/2014,Nationwide Refinery,1552.82,L9633,Loyalty,NA
1/10/2014,Stewart and Sons Fabrication,4074.1,L9633,Loyalty,NA
1/10/2014,Carlyle Chemical Inc.,3489.36,L8477,Loyalty,NA
1/10/2014,Katerina Cafe,24.33,L9637,Loyalty,NA
1/10/2014,Abila Zacharo,36.73,L8012,Loyalty,NA
1/10/2014,Hallowed Grounds,11.49,L8012,Loyalty,NA
1/10/2014,Jack's Magical Beans,16.29,L3288,Loyalty,NA
1/10/2014,Kalami Kafenion,101.5,L3288,Loyalty,NA
1/10/2014,Abila Zacharo,16.12,L7814,Loyalty,NA
1/10/2014,Brew've Been Served,13.32,L3259,Loyalty,NA
1/10/2014,Katerina Cafe,15.76,L3259,Loyalty,NA
1/10/2014,Ouzeri Elian,20.46,L3259,Loyalty,NA
1/10/2014,Coffee Cameleon,11.54,L3295,Loyalty,NA
1/10/2014,Gelatogalore,39.4,L3295,Loyalty,NA
1/10/2014,Katerina Cafe,21.89,L3295,Loyalty,NA
1/10/2014,Brew've Been Served,5.31,L9363,Loyalty,NA
1/10/2014,Guy's Gyros,29.81,L9363,Loyalty,NA
1/10/2014,Hippokampos,39.89,L9363,Loyalty,NA
1/10/2014,Guy's Gyros,36.44,L5224,Loyalty,NA
1/10/2014,Jack's Magical Beans,5.46,L5224,Loyalty,NA
1/10/2014,Chostus Hotel,113.25,L7291,Loyalty,NA
1/10/2014,Brew've Been Served,17.25,L8566,Loyalty,NA
1/10/2014,Guy's Gyros,27.78,L8566,Loyalty,NA
1/10/2014,Hippokampos,39.26,L8566,Loyalty,NA
1/10/2014,Octavio's Office Supplies,139.72,L8566,Loyalty,NA
1/10/2014,Brew've Been Served,10.72,L9254,Loyalty,NA
1/10/2014,Katerina Cafe,25.36,L9254,Loyalty,NA
1/10/2014,Hippokampos,32.01,L6886,Loyalty,NA
1/10/2014,Hippokampos,39.97,L6886,Loyalty,NA
1/11/2014,Hippokampos,70.23,L7783,Loyalty,NA
1/11/2014,Hippokampos,67.37,L3191,Loyalty,NA
1/11/2014,Frydos Autosupply n' More,52.73,L4164,Loyalty,NA
1/11/2014,Hippokampos,66.21,L4164,Loyalty,NA
1/11/2014,Hippokampos,20.87,L4164,Loyalty,NA
1/11/2014,Ouzeri Elian,69.36,L6267,Loyalty,NA
1/11/2014,Katerina Cafe,29.17,L1682,Loyalty,NA
1/11/2014,Abila Zacharo,89.54,L5947,Loyalty,NA
1/11/2014,Katerina Cafe,57.36,L5947,Loyalty,NA
1/11/2014,Katerina Cafe,12.55,L6119,Loyalty,NA
1/11/2014,Hippokampos,63.21,L2070,Loyalty,NA
1/11/2014,Katerina Cafe,23.45,L4149,Loyalty,NA
1/11/2014,Kalami Kafenion,39.36,L6544,Loyalty,NA
1/11/2014,Katerina Cafe,17.6,L4424,Loyalty,NA
1/11/2014,Kalami Kafenion,23.86,L5259,Loyalty,NA
1/11/2014,Guy's Gyros,33.65,L3800,Loyalty,NA
1/11/2014,Gelatogalore,17.31,L5553,Loyalty,NA
1/11/2014,Katerina Cafe,55.67,L5553,Loyalty,NA
1/11/2014,Katerina Cafe,29.1,L3366,Loyalty,NA
1/11/2014,Guy's Gyros,55.69,L8148,Loyalty,NA
1/11/2014,Katerina Cafe,71.65,L2490,Loyalty,NA
1/11/2014,Albert's Fine Clothing,211.47,L2169,Loyalty,NA
1/11/2014,Hippokampos,23.38,L2169,Loyalty,NA
1/11/2014,Katerina Cafe,26.02,L9637,Loyalty,NA
1/11/2014,Katerina Cafe,33.18,L9637,Loyalty,NA
1/11/2014,Abila Zacharo,54.82,L8012,Loyalty,NA
1/11/2014,Katerina Cafe,45.68,L8012,Loyalty,NA
1/11/2014,Kalami Kafenion,50.2,L3288,Loyalty,NA
1/11/2014,Katerina Cafe,27.46,L7814,Loyalty,NA
1/11/2014,Katerina Cafe,9.78,L3259,Loyalty,NA
1/11/2014,Abila Zacharo,45.2,L9363,Loyalty,NA
1/11/2014,Frydos Autosupply n' More,261,L9363,Loyalty,NA
1/11/2014,Albert's Fine Clothing,105.33,L5224,Loyalty,NA
1/11/2014,Katerina Cafe,45.22,L5224,Loyalty,NA
1/11/2014,Ahaggo Museum,32.14,L7291,Loyalty,NA
1/11/2014,Hippokampos,32.63,L7291,Loyalty,NA
1/11/2014,Ahaggo Museum,89.32,L8566,Loyalty,NA
1/11/2014,Hippokampos,63.21,L8566,Loyalty,NA
1/11/2014,Guy's Gyros,16.33,L9254,Loyalty,NA
1/12/2014,Hippokampos,31.99,L5777,Loyalty,NA
1/12/2014,Hippokampos,66.63,L7783,Loyalty,NA
1/12/2014,Hippokampos,78.21,L3191,Loyalty,NA
1/12/2014,Desafio Golf Course,160.77,L4164,Loyalty,NA
1/12/2014,Hippokampos,63.32,L4164,Loyalty,NA
1/12/2014,Ouzeri Elian,55.55,L6267,Loyalty,NA
1/12/2014,Katerina Cafe,11.81,L1682,Loyalty,NA
1/12/2014,Guy's Gyros,34.41,L1485,Loyalty,NA
1/12/2014,Hippokampos,29.41,L5947,Loyalty,NA
1/12/2014,Kalami Kafenion,26.04,L5947,Loyalty,NA
1/12/2014,Hippokampos,8.54,L6119,Loyalty,NA
1/12/2014,Katerina Cafe,12.64,L6119,Loyalty,NA
1/12/2014,Albert's Fine Clothing,63.36,L3014,Loyalty,NA
1/12/2014,Desafio Golf Course,198.46,L2070,Loyalty,NA
1/12/2014,Hippokampos,26.79,L2070,Loyalty,NA
1/12/2014,Ouzeri Elian,38.55,L2070,Loyalty,NA
1/12/2014,Hippokampos,27.15,L4149,Loyalty,NA
1/12/2014,Guy's Gyros,42.32,L6544,Loyalty,NA
1/12/2014,Hippokampos,12.57,L4424,Loyalty,NA
1/12/2014,Katerina Cafe,27.09,L4424,Loyalty,NA
1/12/2014,Ouzeri Elian,24.72,L5259,Loyalty,NA
1/12/2014,Shoppers' Delight,204.37,L5259,Loyalty,NA
1/12/2014,Shoppers' Delight,211.03,L3800,Loyalty,NA
1/12/2014,Hippokampos,49.23,L3366,Loyalty,NA
1/12/2014,Kronos Mart,159.06,L8148,Loyalty,NA
1/12/2014,Shoppers' Delight,86.22,L3572,Loyalty,NA
1/12/2014,Guy's Gyros,42.78,L2490,Loyalty,NA
1/12/2014,Albert's Fine Clothing,195.81,L9637,Loyalty,NA
1/12/2014,Hippokampos,12.55,L9637,Loyalty,NA
1/12/2014,Ouzeri Elian,72.32,L8012,Loyalty,NA
1/12/2014,Shoppers' Delight,135.78,L8012,Loyalty,NA
1/12/2014,Gelatogalore,36.2,L3288,Loyalty,NA
1/12/2014,Kalami Kafenion,14.59,L7814,Loyalty,NA
1/12/2014,Katerina Cafe,15.37,L3259,Loyalty,NA
1/12/2014,Katerina Cafe,34.1,L9362,Loyalty,NA
1/12/2014,Katerina Cafe,67.14,L9362,Loyalty,NA
1/12/2014,Shoppers' Delight,51.5,L9362,Loyalty,NA
1/12/2014,Ahaggo Museum,120.2,L9363,Loyalty,NA
1/12/2014,Guy's Gyros,34.74,L9363,Loyalty,NA
1/12/2014,Hippokampos,52.21,L5224,Loyalty,NA
1/12/2014,Ouzeri Elian,117.22,L5224,Loyalty,NA
1/12/2014,Abila Zacharo,11.2,L7291,Loyalty,NA
1/12/2014,Desafio Golf Course,129.33,L6886,Loyalty,NA
01/13/2014,Hallowed Grounds,14.11,L5777,Loyalty,NA
01/13/2014,Hippokampos,30.51,L5777,Loyalty,NA
01/13/2014,Ouzeri Elian,28.75,L5777,Loyalty,NA
01/13/2014,Bean There Done That,7.93,L7783,Loyalty,NA
01/13/2014,Gelatogalore,36.93,L7783,Loyalty,NA
01/13/2014,Hippokampos,31.59,L7783,Loyalty,NA
01/13/2014,Abila Zacharo,11.99,L3191,Loyalty,NA
