Date,Location,Price,CC.Loyalty
1/8/2014,Nationwide Refinery,4513.16,Loyalty
1/8/2014,Stewart and Sons Fabrication,1738.26,Loyalty
1/8/2014,Carlyle Chemical Inc.,4901.88,Loyalty
1/8/2014,Katerina Cafe,29.26,Loyalty
1/8/2014,Nationwide Refinery,4367.43,Loyalty
1/8/2014,Nationwide Refinery,3674.32,Loyalty
1/8/2014,Stewart and Sons Fabrication,1673.77,Loyalty
1/8/2014,Carlyle Chemical Inc.,4983.52,Loyalty
1/8/2014,Kronos Pipe and Irrigation,3615.61,Loyalty
1/8/2014,Maximum Iron and Steel,3136.01,Loyalty
1/8/2014,Coffee Cameleon,15.71,Loyalty
1/8/2014,Katerina Cafe,26.45,Loyalty
1/8/2014,Katerina Cafe,33.31,Loyalty
1/8/2014,Katerina Cafe,31.59,Loyalty
1/8/2014,Gelatogalore,50.36,Loyalty
1/8/2014,Jack's Magical Beans,18.78,Loyalty
1/8/2014,Ouzeri Elian,62.2,Loyalty
1/8/2014,Hallowed Grounds,3.11,Loyalty
1/8/2014,Kalami Kafenion,23.82,Loyalty
1/8/2014,Brew've Been Served,13.68,Loyalty
1/8/2014,Gelatogalore,20.72,Loyalty
1/8/2014,Coffee Cameleon,12.26,Loyalty
1/8/2014,Kalami Kafenion,24.08,Loyalty
1/8/2014,Katerina Cafe,32.83,Loyalty
1/8/2014,Abila Zacharo,30.85,Loyalty
1/8/2014,Brew've Been Served,10.15,Loyalty
1/8/2014,Jack's Magical Beans,12.37,Loyalty
1/8/2014,Ouzeri Elian,29.73,Loyalty
1/8/2014,Brew've Been Served,19.17,Loyalty
1/8/2014,Chostus Hotel,111.89,Loyalty
1/8/2014,Guy's Gyros,18.24,Loyalty
1/8/2014,Brew've Been Served,12.3,Loyalty
1/8/2014,Hippokampos,9.03,Loyalty
1/8/2014,Brew've Been Served,15.66,Loyalty
1/8/2014,Guy's Gyros,15.69,Loyalty
1/8/2014,Kalami Kafenion,31.96,Loyalty
1/8/2014,Abila Zacharo,36.85,Loyalty
1/8/2014,Hippokampos,18.99,Loyalty
1/8/2014,Jack's Magical Beans,11.25,Loyalty
1/9/2014,Abila Zacharo,29.41,Loyalty
1/9/2014,Hallowed Grounds,14.45,Loyalty
1/9/2014,Bean There Done That,13,Loyalty
1/9/2014,Guy's Gyros,14.91,Loyalty
1/9/2014,Hippokampos,8.43,Loyalty
1/9/2014,Hippokampos,10.12,Loyalty
1/9/2014,Kronos Mart,203.91,Loyalty
1/9/2014,Ouzeri Elian,26.09,Loyalty
1/9/2014,Gelatogalore,8.6,Loyalty
1/9/2014,Jack's Magical Beans,10.11,Loyalty
1/9/2014,Katerina Cafe,17.02,Loyalty
1/9/2014,Frydos Autosupply n' More,276.75,Loyalty
1/9/2014,Jack's Magical Beans,6,Loyalty
1/9/2014,Katerina Cafe,10.42,Loyalty
1/9/2014,Brewed Awakenings,13.16,Loyalty
1/9/2014,Gelatogalore,16.74,Loyalty
1/9/2014,Hippokampos,15.02,Loyalty
1/9/2014,Guy's Gyros,13.59,Loyalty
1/9/2014,Guy's Gyros,8.23,Loyalty
1/9/2014,Bean There Done That,4.06,Loyalty
1/9/2014,Katerina Cafe,8.01,Loyalty
1/9/2014,Albert's Fine Clothing,229.98,Loyalty
1/9/2014,Brewed Awakenings,17.66,Loyalty
1/9/2014,Frydos Autosupply n' More,60.65,Loyalty
1/9/2014,Hippokampos,9.12,Loyalty
1/9/2014,Hallowed Grounds,16.77,Loyalty
1/9/2014,Ouzeri Elian,32.89,Loyalty
1/9/2014,Abila Zacharo,20.73,Loyalty
1/9/2014,Hallowed Grounds,17.84,Loyalty
1/9/2014,Abila Zacharo,14.37,Loyalty
1/9/2014,Brew've Been Served,5.3,Loyalty
1/9/2014,Guy's Gyros,35.05,Loyalty
1/9/2014,Kalami Kafenion,18.14,Loyalty
1/9/2014,Guy's Gyros,15,Loyalty
1/9/2014,Hallowed Grounds,18.48,Loyalty
1/9/2014,Katerina Cafe,26,Loyalty
1/9/2014,Bean There Done That,4.05,Loyalty
1/9/2014,Hippokampos,24.96,Loyalty
1/9/2014,Kalami Kafenion,30.76,Loyalty
1/9/2014,Brew've Been Served,15.82,Loyalty
1/9/2014,Guy's Gyros,29.96,Loyalty
1/9/2014,Ouzeri Elian,22.4,Loyalty
1/9/2014,Abila Airport,2358.22,Loyalty
1/9/2014,Nationwide Refinery,1420.39,Loyalty
1/9/2014,Stewart and Sons Fabrication,1015.65,Loyalty
1/9/2014,Brew've Been Served,17.64,Loyalty
1/9/2014,Guy's Gyros,18.26,Loyalty
1/9/2014,Abila Zacharo,8.16,Loyalty
1/9/2014,Brew've Been Served,12.12,Loyalty
1/9/2014,Frydos Autosupply n' More,138.02,Loyalty
1/9/2014,Abila Airport,182.93,Loyalty
1/9/2014,Abila Airport,4538.52,Loyalty
1/9/2014,Brew've Been Served,6.21,Loyalty
1/9/2014,Guy's Gyros,31.31,Loyalty
1/9/2014,Hippokampos,25.7,Loyalty
1/9/2014,Carlyle Chemical Inc.,529.47,Loyalty
1/9/2014,Carlyle Chemical Inc.,382.43,Loyalty
1/9/2014,Carlyle Chemical Inc.,2176.2,Loyalty
1/9/2014,Katerina Cafe,16.98,Loyalty
1/9/2014,Nationwide Refinery,289.3,Loyalty
1/9/2014,Nationwide Refinery,674.28,Loyalty
1/9/2014,Stewart and Sons Fabrication,3544,Loyalty
1/9/2014,Carlyle Chemical Inc.,732.82,Loyalty
1/9/2014,Kronos Pipe and Irrigation,423.14,Loyalty
1/9/2014,Maximum Iron and Steel,1527.14,Loyalty
1/9/2014,Coffee Cameleon,16.13,Loyalty
1/9/2014,Hallowed Grounds,17.56,Loyalty
1/9/2014,Hippokampos,13.84,Loyalty
1/9/2014,Katerina Cafe,8.57,Loyalty
1/9/2014,Abila Zacharo,48.39,Loyalty
1/9/2014,Katerina Cafe,19.02,Loyalty
1/9/2014,Gelatogalore,11.94,Loyalty
1/9/2014,Hallowed Grounds,10.25,Loyalty
1/9/2014,Coffee Cameleon,19.99,Loyalty
1/9/2014,Guy's Gyros,17.44,Loyalty
1/9/2014,Katerina Cafe,26.6,Loyalty
1/9/2014,Brew've Been Served,19.47,Loyalty
1/9/2014,Abila Scrapyard,1158.36,Loyalty
1/9/2014,Abila Airport,4792.5,Loyalty
1/9/2014,Nationwide Refinery,1322.5,Loyalty
1/9/2014,Stewart and Sons Fabrication,918.6,Loyalty
1/9/2014,Hippokampos,23.66,Loyalty
1/9/2014,Katerina Cafe,25.85,Loyalty
1/9/2014,Brew've Been Served,10.71,Loyalty
1/9/2014,Hippokampos,27.93,Loyalty
1/9/2014,Brew've Been Served,5.13,Loyalty
1/9/2014,Gelatogalore,23.45,Loyalty
1/9/2014,General Grocer,285.34,Loyalty
1/9/2014,Brew've Been Served,14.85,Loyalty
1/9/2014,Guy's Gyros,25.4,Loyalty
1/9/2014,Guy's Gyros,31.81,Loyalty
1/9/2014,Abila Zacharo,8.6,Loyalty
1/9/2014,Hippokampos,9.13,Loyalty
1/9/2014,Jack's Magical Beans,17.43,Loyalty
1/10/2014,Hallowed Grounds,6.87,Loyalty
1/10/2014,Bean There Done That,15.39,Loyalty
1/10/2014,Gelatogalore,26.15,Loyalty
1/10/2014,Hippokampos,28.22,Loyalty
1/10/2014,Bean There Done That,3.92,Loyalty
1/10/2014,Guy's Gyros,31.5,Loyalty
1/10/2014,Brewed Awakenings,13.82,Loyalty
1/10/2014,Hippokampos,10.48,Loyalty
1/10/2014,Katerina Cafe,34.76,Loyalty
1/10/2014,Abila Zacharo,33.33,Loyalty
1/10/2014,Jack's Magical Beans,15.69,Loyalty
1/10/2014,Ouzeri Elian,19.92,Loyalty
1/10/2014,Coffee Cameleon,8.51,Loyalty
1/10/2014,Guy's Gyros,15.93,Loyalty
1/10/2014,Octavio's Office Supplies,64.51,Loyalty
1/10/2014,Brew've Been Served,14.45,Loyalty
1/10/2014,Ouzeri Elian,35.24,Loyalty
1/10/2014,Brewed Awakenings,6.17,Loyalty
1/10/2014,Hallowed Grounds,10.34,Loyalty
1/10/2014,Ouzeri Elian,25.98,Loyalty
1/10/2014,Bean There Done That,13.41,Loyalty
1/10/2014,Ouzeri Elian,15.25,Loyalty
1/10/2014,Brewed Awakenings,13.9,Loyalty
1/10/2014,Hippokampos,30.63,Loyalty
1/10/2014,Hippokampos,17.21,Loyalty
1/10/2014,Bean There Done That,18.67,Loyalty
1/10/2014,Guy's Gyros,31.05,Loyalty
1/10/2014,Hallowed Grounds,10.76,Loyalty
1/10/2014,Katerina Cafe,37.62,Loyalty
1/10/2014,Abila Zacharo,8.22,Loyalty
1/10/2014,Hallowed Grounds,12.03,Loyalty
1/10/2014,Abila Zacharo,36.38,Loyalty
1/10/2014,Brew've Been Served,3.03,Loyalty
1/10/2014,Shoppers' Delight,279.53,Loyalty
1/10/2014,Brew've Been Served,3.44,Loyalty
1/10/2014,Frydos Autosupply n' More,217.08,Loyalty
1/10/2014,Guy's Gyros,26.68,Loyalty
1/10/2014,Hallowed Grounds,8.34,Loyalty
1/10/2014,Ouzeri Elian,30.93,Loyalty
1/10/2014,Albert's Fine Clothing,126.13,Loyalty
1/10/2014,Bean There Done That,9.3,Loyalty
1/10/2014,Katerina Cafe,25.62,Loyalty
1/10/2014,Brew've Been Served,15.85,Loyalty
1/10/2014,Guy's Gyros,26.76,Loyalty
1/10/2014,Guy's Gyros,23.61,Loyalty
1/10/2014,Carlyle Chemical Inc.,227.81,Loyalty
1/10/2014,Nationwide Refinery,2262.73,Loyalty
1/10/2014,Stewart and Sons Fabrication,4195.49,Loyalty
1/10/2014,Brew've Been Served,5.89,Loyalty
1/10/2014,Brew've Been Served,5.01,Loyalty
1/10/2014,Kalami Kafenion,35.69,Loyalty
1/10/2014,Brew've Been Served,12.64,Loyalty
1/10/2014,General Grocer,227.28,Loyalty
1/10/2014,Kalami Kafenion,24.3,Loyalty
1/10/2014,Nationwide Refinery,1552.82,Loyalty
1/10/2014,Stewart and Sons Fabrication,4074.1,Loyalty
1/10/2014,Carlyle Chemical Inc.,3489.36,Loyalty
1/10/2014,Katerina Cafe,24.33,Loyalty
1/10/2014,Abila Zacharo,36.73,Loyalty
1/10/2014,Hallowed Grounds,11.49,Loyalty
1/10/2014,Jack's Magical Beans,16.29,Loyalty
1/10/2014,Kalami Kafenion,101.5,Loyalty
1/10/2014,Abila Zacharo,16.12,Loyalty
1/10/2014,Brew've Been Served,13.32,Loyalty
1/10/2014,Katerina Cafe,15.76,Loyalty
1/10/2014,Ouzeri Elian,20.46,Loyalty
1/10/2014,Coffee Cameleon,11.54,Loyalty
1/10/2014,Gelatogalore,39.4,Loyalty
1/10/2014,Katerina Cafe,21.89,Loyalty
1/10/2014,Brew've Been Served,5.31,Loyalty
1/10/2014,Guy's Gyros,29.81,Loyalty
1/10/2014,Hippokampos,39.89,Loyalty
1/10/2014,Guy's Gyros,36.44,Loyalty
1/10/2014,Jack's Magical Beans,5.46,Loyalty
1/10/2014,Chostus Hotel,113.25,Loyalty
1/10/2014,Brew've Been Served,17.25,Loyalty
1/10/2014,Guy's Gyros,27.78,Loyalty
1/10/2014,Hippokampos,39.26,Loyalty
1/10/2014,Octavio's Office Supplies,139.72,Loyalty
1/10/2014,Brew've Been Served,10.72,Loyalty
1/10/2014,Katerina Cafe,25.36,Loyalty
1/10/2014,Hippokampos,32.01,Loyalty
1/10/2014,Hippokampos,39.97,Loyalty
1/11/2014,Hippokampos,70.23,Loyalty
1/11/2014,Hippokampos,67.37,Loyalty
1/11/2014,Frydos Autosupply n' More,52.73,Loyalty
1/11/2014,Hippokampos,66.21,Loyalty
1/11/2014,Hippokampos,20.87,Loyalty
1/11/2014,Ouzeri Elian,69.36,Loyalty
1/11/2014,Katerina Cafe,29.17,Loyalty
1/11/2014,Abila Zacharo,89.54,Loyalty
1/11/2014,Katerina Cafe,57.36,Loyalty
1/11/2014,Katerina Cafe,12.55,Loyalty
1/11/2014,Hippokampos,63.21,Loyalty
1/11/2014,Katerina Cafe,23.45,Loyalty
1/11/2014,Kalami Kafenion,39.36,Loyalty
1/11/2014,Katerina Cafe,17.6,Loyalty
1/11/2014,Kalami Kafenion,23.86,Loyalty
1/11/2014,Guy's Gyros,33.65,Loyalty
1/11/2014,Gelatogalore,17.31,Loyalty
1/11/2014,Katerina Cafe,55.67,Loyalty
1/11/2014,Katerina Cafe,29.1,Loyalty
1/11/2014,Guy's Gyros,55.69,Loyalty
1/11/2014,Katerina Cafe,71.65,Loyalty
1/11/2014,Albert's Fine Clothing,211.47,Loyalty
1/11/2014,Hippokampos,23.38,Loyalty
1/11/2014,Katerina Cafe,26.02,Loyalty
1/11/2014,Katerina Cafe,33.18,Loyalty
1/11/2014,Abila Zacharo,54.82,Loyalty
1/11/2014,Katerina Cafe,45.68,Loyalty
1/11/2014,Kalami Kafenion,50.2,Loyalty
1/11/2014,Katerina Cafe,27.46,Loyalty
1/11/2014,Katerina Cafe,9.78,Loyalty
1/11/2014,Abila Zacharo,45.2,Loyalty
1/11/2014,Frydos Autosupply n' More,261,Loyalty
1/11/2014,Albert's Fine Clothing,105.33,Loyalty
1/11/2014,Katerina Cafe,45.22,Loyalty
1/11/2014,Ahaggo Museum,32.14,Loyalty
1/11/2014,Hippokampos,32.63,Loyalty
1/11/2014,Ahaggo Museum,89.32,Loyalty
1/11/2014,Hippokampos,63.21,Loyalty
1/11/2014,Guy's Gyros,16.33,Loyalty
1/12/2014,Hippokampos,31.99,Loyalty
1/12/2014,Hippokampos,66.63,Loyalty
1/12/2014,Hippokampos,78.21,Loyalty
1/12/2014,Desafio Golf Course,160.77,Loyalty
1/12/2014,Hippokampos,63.32,Loyalty
1/12/2014,Ouzeri Elian,55.55,Loyalty
1/12/2014,Katerina Cafe,11.81,Loyalty
1/12/2014,Guy's Gyros,34.41,Loyalty
1/12/2014,Hippokampos,29.41,Loyalty
1/12/2014,Kalami Kafenion,26.04,Loyalty
1/12/2014,Hippokampos,8.54,Loyalty
1/12/2014,Katerina Cafe,12.64,Loyalty
1/12/2014,Albert's Fine Clothing,63.36,Loyalty
1/12/2014,Desafio Golf Course,198.46,Loyalty
1/12/2014,Hippokampos,26.79,Loyalty
1/12/2014,Ouzeri Elian,38.55,Loyalty
1/12/2014,Hippokampos,27.15,Loyalty
1/12/2014,Guy's Gyros,42.32,Loyalty
1/12/2014,Hippokampos,12.57,Loyalty
1/12/2014,Katerina Cafe,27.09,Loyalty
1/12/2014,Ouzeri Elian,24.72,Loyalty
1/12/2014,Shoppers' Delight,204.37,Loyalty
1/12/2014,Shoppers' Delight,211.03,Loyalty
1/12/2014,Hippokampos,49.23,Loyalty
1/12/2014,Kronos Mart,159.06,Loyalty
1/12/2014,Shoppers' Delight,86.22,Loyalty
1/12/2014,Guy's Gyros,42.78,Loyalty
1/12/2014,Albert's Fine Clothing,195.81,Loyalty
1/12/2014,Hippokampos,12.55,Loyalty
1/12/2014,Ouzeri Elian,72.32,Loyalty
1/12/2014,Shoppers' Delight,135.78,Loyalty
1/12/2014,Gelatogalore,36.2,Loyalty
1/12/2014,Kalami Kafenion,14.59,Loyalty
1/12/2014,Katerina Cafe,15.37,Loyalty
1/12/2014,Katerina Cafe,34.1,Loyalty
1/12/2014,Katerina Cafe,67.14,Loyalty
1/12/2014,Shoppers' Delight,51.5,Loyalty
1/12/2014,Ahaggo Museum,120.2,Loyalty
1/12/2014,Guy's Gyros,34.74,Loyalty
1/12/2014,Hippokampos,52.21,Loyalty
1/12/2014,Ouzeri Elian,117.22,Loyalty
1/12/2014,Abila Zacharo,11.2,Loyalty
1/12/2014,Desafio Golf Course,129.33,Loyalty
01/13/2014,Hallowed Grounds,14.11,Loyalty
01/13/2014,Hippokampos,30.51,Loyalty
01/13/2014,Ouzeri Elian,28.75,Loyalty
01/13/2014,Bean There Done That,7.93,Loyalty
01/13/2014,Gelatogalore,36.93,Loyalty
01/13/2014,Hippokampos,31.59,Loyalty
01/13/2014,Abila Zacharo,11.99,Loyalty
01/13/2014,Bean There Done That,18.02,Loyalty
01/13/2014,Abila Zacharo,36.14,Loyalty
01/13/2014,Albert's Fine Clothing,288,Loyalty
01/13/2014,Brewed Awakenings,12.69,Loyalty
01/13/2014,Jack's Magical Beans,18.31,Loyalty
01/13/2014,Katerina Cafe,26.15,Loyalty
01/13/2014,Coffee Cameleon,4.88,Loyalty
01/13/2014,Hippokampos,35.73,Loyalty
01/13/2014,Abila Zacharo,36.32,Loyalty
01/13/2014,Brew've Been Served,12.8,Loyalty
01/13/2014,Shoppers' Delight,216.43,Loyalty
01/13/2014,Brewed Awakenings,16.4,Loyalty
01/13/2014,Guy's Gyros,27.49,Loyalty
01/13/2014,Hallowed Grounds,9.16,Loyalty
01/13/2014,Katerina Cafe,37.88,Loyalty
01/13/2014,Katerina Cafe,15.82,Loyalty
01/13/2014,Bean There Done That,19.56,Loyalty
01/13/2014,Ouzeri Elian,29.75,Loyalty
01/13/2014,Brewed Awakenings,16.25,Loyalty
01/13/2014,Gelatogalore,26.45,Loyalty
01/13/2014,Hippokampos,31.47,Loyalty
01/13/2014,Abila Zacharo,27.3,Loyalty
01/13/2014,Albert's Fine Clothing,49.48,Loyalty
01/13/2014,Bean There Done That,5.54,Loyalty
01/13/2014,Guy's Gyros,33.48,Loyalty
01/13/2014,Guy's Gyros,37.5,Loyalty
01/13/2014,Hallowed Grounds,19.18,Loyalty
01/13/2014,Bean There Done That,10.37,Loyalty
01/13/2014,Katerina Cafe,8.29,Loyalty
01/13/2014,Katerina Cafe,27.59,Loyalty
01/13/2014,Abila Zacharo,17.41,Loyalty
01/13/2014,Brew've Been Served,6.69,Loyalty
01/13/2014,Guy's Gyros,15.84,Loyalty
01/13/2014,Brew've Been Served,8.04,Loyalty
01/13/2014,Guy's Gyros,36.89,Loyalty
01/13/2014,Hippokampos,31.97,Loyalty
01/13/2014,Bean There Done That,15.24,Loyalty
01/13/2014,Hippokampos,25.09,Loyalty
01/13/2014,Abila Zacharo,23.03,Loyalty
01/13/2014,Bean There Done That,18.59,Loyalty
01/13/2014,Abila Zacharo,39.95,Loyalty
01/13/2014,Brew've Been Served,4.18,Loyalty
01/13/2014,Carlyle Chemical Inc.,1718.96,Loyalty
01/13/2014,Abila Airport,3617.47,Loyalty
01/13/2014,Kronos Pipe and Irrigation,2852.74,Loyalty
01/13/2014,Maximum Iron and Steel,689.85,Loyalty
01/13/2014,Ouzeri Elian,19.82,Loyalty
01/13/2014,Brew've Been Served,11.49,Loyalty
01/13/2014,Guy's Gyros,28.57,Loyalty
01/13/2014,Brew've Been Served,18.23,Loyalty
01/13/2014,Abila Airport,4417.03,Loyalty
01/13/2014,Abila Airport,2228.08,Loyalty
01/13/2014,Brew've Been Served,16.05,Loyalty
01/13/2014,Frydos Autosupply n' More,87.57,Loyalty
01/13/2014,Hippokampos,17.17,Loyalty
01/13/2014,Nationwide Refinery,204.58,Loyalty
01/13/2014,Stewart and Sons Fabrication,4071.95,Loyalty
01/13/2014,Coffee Cameleon,17.76,Loyalty
01/13/2014,Guy's Gyros,37.37,Loyalty
01/13/2014,Katerina Cafe,35.7,Loyalty
01/13/2014,Katerina Cafe,11.36,Loyalty
01/13/2014,Ouzeri Elian,8.32,Loyalty
01/13/2014,Abila Zacharo,64.5,Loyalty
01/13/2014,Jack's Magical Beans,5.22,Loyalty
01/13/2014,Hallowed Grounds,13.68,Loyalty
01/13/2014,Katerina Cafe,24.26,Loyalty
01/13/2014,Hallowed Grounds,5.85,Loyalty
01/13/2014,Katerina Cafe,33.11,Loyalty
01/13/2014,Coffee Cameleon,19.93,Loyalty
01/13/2014,Katerina Cafe,29.55,Loyalty
01/13/2014,Katerina Cafe,29.83,Loyalty
01/13/2014,Guy's Gyros,12.76,Loyalty
01/13/2014,Shoppers' Delight,144.4,Loyalty
01/13/2014,Gelatogalore,32.83,Loyalty
01/13/2014,Hippokampos,39.63,Loyalty
01/13/2014,Jack's Magical Beans,9.64,Loyalty
01/13/2014,Abila Zacharo,8.72,Loyalty
01/13/2014,Brew've Been Served,8,Loyalty
01/13/2014,Brew've Been Served,18.71,Loyalty
01/13/2014,Guy's Gyros,20.47,Loyalty
01/13/2014,Ouzeri Elian,35.03,Loyalty
01/13/2014,Brew've Been Served,19.64,Loyalty
01/13/2014,Guy's Gyros,22.34,Loyalty
01/13/2014,Hippokampos,39.9,Loyalty
01/13/2014,Guy's Gyros,29.25,Loyalty
01/13/2014,Hippokampos,29.22,Loyalty
01/13/2014,Jack's Magical Beans,17.52,Loyalty
01/14/2014,Kalami Kafenion,16.84,Loyalty
01/14/2014,Ouzeri Elian,15.94,Loyalty
01/14/2014,Bean There Done That,7.28,Loyalty
01/14/2014,Hippokampos,39.64,Loyalty
01/14/2014,Albert's Fine Clothing,228.72,Loyalty
01/14/2014,Bean There Done That,19.37,Loyalty
01/14/2014,Kalami Kafenion,17.38,Loyalty
01/14/2014,Brewed Awakenings,17.14,Loyalty
01/14/2014,Jack's Magical Beans,13.32,Loyalty
01/14/2014,Ouzeri Elian,11.86,Loyalty
01/14/2014,Coffee Cameleon,15.63,Loyalty
01/14/2014,Hippokampos,36.01,Loyalty
01/14/2014,Brew've Been Served,6.45,Loyalty
01/14/2014,Hippokampos,19.07,Loyalty
01/14/2014,Brewed Awakenings,8.3,Loyalty
01/14/2014,Chostus Hotel,109.54,Loyalty
01/14/2014,Hippokampos,22.13,Loyalty
01/14/2014,Hallowed Grounds,10.75,Loyalty
01/14/2014,Hippokampos,18.81,Loyalty
01/14/2014,Katerina Cafe,31.8,Loyalty
01/14/2014,Gelatogalore,10.98,Loyalty
01/14/2014,Hippokampos,10.71,Loyalty
01/14/2014,Brewed Awakenings,11.35,Loyalty
01/14/2014,Hippokampos,23.56,Loyalty
01/14/2014,Kalami Kafenion,15.15,Loyalty
01/14/2014,Bean There Done That,7.82,Loyalty
01/14/2014,Kalami Kafenion,15.27,Loyalty
01/14/2014,Guy's Gyros,34.26,Loyalty
01/14/2014,Hallowed Grounds,13,Loyalty
01/14/2014,Ouzeri Elian,22.3,Loyalty
01/14/2014,Guy's Gyros,16.35,Loyalty
01/14/2014,Hallowed Grounds,19.99,Loyalty
01/14/2014,Katerina Cafe,12.65,Loyalty
01/14/2014,Brew've Been Served,11.94,Loyalty
01/14/2014,Guy's Gyros,25.28,Loyalty
01/14/2014,Katerina Cafe,33.54,Loyalty
01/14/2014,Brew've Been Served,8.24,Loyalty
01/14/2014,Gelatogalore,27.26,Loyalty
01/14/2014,Guy's Gyros,12.96,Loyalty
01/14/2014,Guy's Gyros,38.26,Loyalty
01/14/2014,Hallowed Grounds,10.21,Loyalty
01/14/2014,Katerina Cafe,18.35,Loyalty
01/14/2014,Bean There Done That,5.9,Loyalty
01/14/2014,Katerina Cafe,10.03,Loyalty
01/14/2014,Abila Zacharo,8.41,Loyalty
01/14/2014,Brew've Been Served,3.66,Loyalty
01/14/2014,Abila Airport,2369.56,Loyalty
01/14/2014,Nationwide Refinery,1301.01,Loyalty
01/14/2014,Stewart and Sons Fabrication,540.19,Loyalty
01/14/2014,Brew've Been Served,3.21,Loyalty
01/14/2014,Albert's Fine Clothing,50.77,Loyalty
01/14/2014,Brew've Been Served,10.96,Loyalty
01/14/2014,Ouzeri Elian,27.32,Loyalty
01/14/2014,Abila Airport,228.41,Loyalty
01/14/2014,Abila Airport,4898.39,Loyalty
01/14/2014,Abila Zacharo,24.87,Loyalty
01/14/2014,Brewed Awakenings,12.74,Loyalty
01/14/2014,Frydos Autosupply n' More,42.72,Loyalty
01/14/2014,Carlyle Chemical Inc.,3630.57,Loyalty
01/14/2014,Carlyle Chemical Inc.,794.88,Loyalty
01/14/2014,Carlyle Chemical Inc.,3470.99,Loyalty
01/14/2014,Nationwide Refinery,570.95,Loyalty
01/14/2014,Nationwide Refinery,965.72,Loyalty
01/14/2014,Stewart and Sons Fabrication,278.52,Loyalty
01/14/2014,Coffee Cameleon,7.84,Loyalty
01/14/2014,Abila Zacharo,10.24,Loyalty
01/14/2014,Hallowed Grounds,4.59,Loyalty
01/14/2014,Guy's Gyros,50.4,Loyalty
01/14/2014,Jack's Magical Beans,3.36,Loyalty
01/14/2014,Kalami Kafenion,23.1,Loyalty
01/14/2014,Katerina Cafe,11.89,Loyalty
01/14/2014,Abila Zacharo,15.26,Loyalty
01/14/2014,Brew've Been Served,16.53,Loyalty
01/14/2014,Roberts and Sons,203.81,Loyalty
01/14/2014,Coffee Cameleon,9.8,Loyalty
01/14/2014,Katerina Cafe,15.46,Loyalty
01/14/2014,Katerina Cafe,36.95,Loyalty
01/14/2014,Brew've Been Served,12.31,Loyalty
01/14/2014,Frydos Autosupply n' More,146.74,Loyalty
01/14/2014,Hippokampos,17.18,Loyalty
01/14/2014,Abila Scrapyard,4277.4,Loyalty
01/14/2014,Abila Airport,3339.21,Loyalty
01/14/2014,Nationwide Refinery,4429.76,Loyalty
01/14/2014,Jack's Magical Beans,15.7,Loyalty
01/14/2014,Katerina Cafe,29.12,Loyalty
01/14/2014,Brew've Been Served,5.87,Loyalty
01/14/2014,Chostus Hotel,113.08,Loyalty
01/14/2014,Brew've Been Served,4.72,Loyalty
01/14/2014,Guy's Gyros,23.59,Loyalty
01/14/2014,Katerina Cafe,29.1,Loyalty
01/14/2014,Brew've Been Served,7.31,Loyalty
01/14/2014,Guy's Gyros,26.14,Loyalty
01/14/2014,Katerina Cafe,20.95,Loyalty
01/14/2014,Gelatogalore,39.17,Loyalty
01/14/2014,Hippokampos,9.55,Loyalty
01/14/2014,Jack's Magical Beans,18.08,Loyalty
01/15/2014,Hallowed Grounds,15.86,Loyalty
01/15/2014,Ouzeri Elian,24.81,Loyalty
01/15/2014,Ouzeri Elian,32.95,Loyalty
01/15/2014,Guy's Gyros,14.37,Loyalty
01/15/2014,Abila Zacharo,8.83,Loyalty
01/15/2014,Bean There Done That,5.34,Loyalty
01/15/2014,Hippokampos,35.12,Loyalty
01/15/2014,Abila Zacharo,23.51,Loyalty
01/15/2014,Brewed Awakenings,15.75,Loyalty
01/15/2014,Hippokampos,13,Loyalty
01/15/2014,Ouzeri Elian,23.18,Loyalty
01/15/2014,Coffee Cameleon,5.49,Loyalty
01/15/2014,Katerina Cafe,13.77,Loyalty
01/15/2014,Ouzeri Elian,8.93,Loyalty
01/15/2014,Brew've Been Served,15.58,Loyalty
01/15/2014,Gelatogalore,31.21,Loyalty
01/15/2014,Guy's Gyros,21.43,Loyalty
01/15/2014,Brewed Awakenings,11.62,Loyalty
01/15/2014,Frydos Autosupply n' More,18.91,Loyalty
01/15/2014,Hippokampos,22.61,Loyalty
01/15/2014,Abila Zacharo,31,Loyalty
01/15/2014,Bean There Done That,13.13,Loyalty
01/15/2014,Hippokampos,32.4,Loyalty
01/15/2014,Hippokampos,16.37,Loyalty
01/15/2014,Brewed Awakenings,3.62,Loyalty
01/15/2014,Hippokampos,36.7,Loyalty
01/15/2014,Shoppers' Delight,102,Loyalty
01/15/2014,Bean There Done That,18.96,Loyalty
01/15/2014,Hippokampos,10.35,Loyalty
01/15/2014,Ouzeri Elian,36.47,Loyalty
01/15/2014,Hallowed Grounds,12.17,Loyalty
01/15/2014,Kronos Mart,258.83,Loyalty
01/15/2014,Ouzeri Elian,22.86,Loyalty
01/15/2014,Kalami Kafenion,26.17,Loyalty
01/15/2014,Brew've Been Served,6.58,Loyalty
01/15/2014,Gelatogalore,39.4,Loyalty
01/15/2014,General Grocer,106.2,Loyalty
01/15/2014,Brew've Been Served,3.71,Loyalty
01/15/2014,Guy's Gyros,25.58,Loyalty
01/15/2014,Hallowed Grounds,5.28,Loyalty
01/15/2014,Katerina Cafe,11.45,Loyalty
01/15/2014,Bean There Done That,15.24,Loyalty
